NO,년도,학기,개설부서,교과목-분반,교과목명,"이수
구분","세부
분류","교과
연구",담당교수,"과정
구분",강/실/학,강의언어,시간표,강의실,"수강
정원","수강
인원",선수과목,"강의공유
대표교과목","강의
공유
대표","재수강
예외여부","폐강
여부","SYLL
ABUS","설명
영상","출석부
유무",Upload,"강의
방법",선택MOOC
2321,2016,2학기,기초교육학부,GS0212-01,수채화,필수,,교과,윤해옥[61592],학사,2/0/0,,수 17:30~19:00,지스트대학A동(116),12,12,,,,Y,N,view,,미등록,"Attendance
List",,
2322,2016,2학기,기초교육학부,GS0212-02,수채화,필수,,교과,윤해옥[61592],학사,2/0/0,,수 19:30~21:00,지스트대학A동(116),12,11,,,,Y,N,view,,미등록,"Attendance
List",,
2323,2016,2학기,기초교육학부,GS1001-01,미적분학과 응용,필수,,교과,황치옥[60934],학사,3/1/3,,"화 09:00~10:30
목 09:00~10:30
금 10:00~11:00","지스트대학A동(112)
지스트대학A동(225)",30,14,,,,N,N,view,,미등록,"Attendance
List",,
2324,2016,2학기,기초교육학부,GS1102-01,일반물리학 및 연습 Ⅱ,선택,,교과,김만원[61835],학사,3/1/3,,"월 13:00~14:30
화 17:30~18:30
수 13:00~14:30",지스트대학A동(112),30,25,"- (일반물리학 및 연습 I), - (고급일반물리학 및 연습 I),",,,N,N,view,,미등록,"Attendance
List",,
2325,2016,2학기,기초교육학부,GS1102-02,일반물리학 및 연습 Ⅱ,선택,,교과,코넬리우쇼키키우[61673],학사,3/1/3,,"월 13:00~14:30
화 17:30~18:30
수 13:00~14:30",지스트대학A동(113),30,34,"- (일반물리학 및 연습 I), - (고급일반물리학 및 연습 I),",,,N,N,view,,미등록,"Attendance
List",,
2326,2016,2학기,기초교육학부,GS1102-03,일반물리학 및 연습 Ⅱ,선택,,교과,문봉진[61664],학사,3/1/3,,"월 14:30~16:00
화 18:30~19:30
수 14:30~16:00",지스트대학C동(110),30,43,"- (일반물리학 및 연습 I), - (고급일반물리학 및 연습 I),",,,N,N,view,,미등록,"Attendance
List",,
2327,2016,2학기,기초교육학부,GS1104-01,고급일반물리학 및 연습 Ⅱ,선택,,교과,코넬리우쇼키키우[61673],학사,3/1/3,,"월 14:30~16:00
화 18:30~19:30
수 14:30~16:00",지스트대학A동(113),30,15,"- (일반물리학 및 연습 I), - (고급일반물리학 및 연습 I),",,,N,N,view,,미등록,"Attendance
List",,
2328,2016,2학기,기초교육학부,GS1112-03,일반물리학 실험 Ⅱ,선택,,교과,이성배[61158],학사,0/2/1,,화 16:00~18:00,지스트대학B동(214),20,3,,,,N,N,view,,미등록,"Attendance
List",,
2329,2016,2학기,기초교육학부,GS1112-05,일반물리학 실험 Ⅱ,선택,,교과,이성배[61158],학사,0/2/1,,수 16:00~18:00,지스트대학B동(214),20,4,,,,N,N,view,,미등록,"Attendance
List",,
2330,2016,2학기,기초교육학부,GS1112-06,일반물리학 실험 Ⅱ,선택,,교과,이성배[61158],학사,0/2/1,,목 10:30~12:00,지스트대학B동(214),20,7,,,,N,N,view,,미등록,"Attendance
List",,
2331,2016,2학기,기초교육학부,GS1202-01,일반화학 및 연습 Ⅱ,선택,,교과,리자오지에[62164],학사,3/1/3,,"화 10:30~12:00
목 10:30~12:00
목 17:30~18:30",지스트대학C동(110),40,44,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2332,2016,2학기,기초교육학부,GS1202-02,일반화학 및 연습 Ⅱ,선택,,교과,리자오지에[62164],학사,3/1/3,,"화 16:00~17:30
목 16:00~17:30
목 18:30~19:30",지스트대학C동(110),40,45,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2333,2016,2학기,기초교육학부,GS1202-03,일반화학 및 연습 Ⅱ,선택,,교과,김경렬[61833],학사,3/1/3,,"월 14:30~16:00
화 18:30~19:30
수 14:30~16:00",지스트대학A동(222),30,35,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2334,2016,2학기,기초교육학부,GS1204-01,고급일반화학 및 연습 Ⅱ,선택,,교과,김희준[61597],학사,3/1/3,,"월 16:00~17:30
월 17:30~18:30
수 16:00~17:30",지스트대학A동(101),30,4,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2335,2016,2학기,기초교육학부,GS1212-01,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,화 10:30~12:00,지스트대학B동(502),20,3,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2336,2016,2학기,기초교육학부,GS1212-02,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,수 10:30~12:00,지스트대학B동(502),20,3,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2337,2016,2학기,기초교육학부,GS1212-03,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,수 16:00~18:00,지스트대학B동(502),20,8,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2338,2016,2학기,기초교육학부,GS1212-04,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,목 10:30~12:00,지스트대학B동(502),20,4,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2339,2016,2학기,기초교육학부,GS1212-06,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,금 09:30~11:30,지스트대학B동(502),20,13,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2340,2016,2학기,기초교육학부,GS1212-07,일반화학실험 Ⅱ,선택,,교과,서지원[60955],학사,0/2/1,,금 14:00~16:00,지스트대학B동(502),20,6,"- (일반화학 및 연습 I), - (고급일반화학 및 연습 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
2341,2016,2학기,기초교육학부,GS1301-01,생물학,필수,,교과,마이클예[61672],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지스트대학A동(229),30,19,,,,N,N,view,,미등록,"Attendance
List",,
2342,2016,2학기,기초교육학부,GS1301-02,생물학,필수,,교과,마이클예[61672],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(229),30,18,,,,N,N,view,,미등록,"Attendance
List",,
2343,2016,2학기,기초교육학부,GS1302-01,인간 생물학,필수,,교과,마이클예[61672],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학A동(229),30,25,,,,N,N,view,,미등록,"Attendance
List",,
2344,2016,2학기,기초교육학부,GS1302-02,인간 생물학,필수,,교과,마이클예[61672],학사,3/0/3,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(229),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2345,2016,2학기,기초교육학부,GS1303-01,고급일반생물학Ⅰ,필수,,교과,조경래[61123],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(229),30,28,,,,N,N,view,,미등록,"Attendance
List",,
2346,2016,2학기,기초교육학부,GS1311-01,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,화 10:30~12:00,지스트대학B동(416),12,9,,,,N,N,view,,미등록,"Attendance
List",,
2347,2016,2학기,기초교육학부,GS1311-02,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,수 10:30~12:00,지스트대학B동(416),12,12,,,,N,N,view,,미등록,"Attendance
List",,
2348,2016,2학기,기초교육학부,GS1311-03,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,수 16:00~18:00,지스트대학B동(416),12,9,,,,N,N,view,,미등록,"Attendance
List",,
2349,2016,2학기,기초교육학부,GS1311-04,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,목 10:30~12:00,지스트대학B동(416),12,8,,,,N,N,view,,미등록,"Attendance
List",,
2350,2016,2학기,기초교육학부,GS1311-05,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,목 16:00~18:00,지스트대학B동(416),13,11,,,,N,N,view,,미등록,"Attendance
List",,
2351,2016,2학기,기초교육학부,GS1311-06,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,금 09:30~11:30,지스트대학B동(416),12,12,,,,N,N,view,,미등록,"Attendance
List",,
2352,2016,2학기,기초교육학부,GS1311-07,일반생물학 실험,필수,,교과,조경래[61123],학사,0/2/1,,금 14:00~16:00,지스트대학B동(416),14,6,,,,N,N,view,,미등록,"Attendance
List",,
2353,2016,2학기,기초교육학부,GS1401-01,컴퓨터 프로그래밍,필수,,교과,킨청야오[61725],학사,3/1/3,,"화 14:30~16:00
목 14:30~16:00
금 13:00~14:00","지스트대학A동(227)
지스트대학C동(108)",200,69,,,,N,N,view,,미등록,"Attendance
List",,
2354,2016,2학기,기초교육학부,GS1401-02,컴퓨터 프로그래밍,필수,,교과,킨청야오[61725],학사,3/1/3,,"화 16:00~17:30
목 16:00~17:30
금 15:00~16:00","지스트대학A동(325)
지스트대학C동(108)",30,29,,,,N,N,view,,미등록,"Attendance
List",,
2355,2016,2학기,기초교육학부,GS1511-01,글쓰기의 기초: 논리적 글쓰기,필수,,교과,차미령[61159],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(223),30,28,,,,N,N,view,,미등록,"Attendance
List",,
2356,2016,2학기,기초교육학부,GS1512-01,글쓰기의 기초: 학술적 글쓰기,필수,,교과,조성진[61651],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(113),30,10,,,,N,N,view,,미등록,"Attendance
List",,
2357,2016,2학기,기초교육학부,GS1513-01,글쓰기의 기초: 창의적 글쓰기,필수,,교과,이수정[61779],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(226),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2358,2016,2학기,기초교육학부,GS1533-01,심화 글쓰기: 비평적 글쓰기,필수,,교과,차미령[61159],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(223),30,18,,,,N,N,view,,미등록,"Attendance
List",,
2359,2016,2학기,기초교육학부,GS1601-01,영어 Ⅰ: 신입생 영어,필수,,교과,제임스 로버슨[62070],학사,3/0/2,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(225),20,20,,,,N,N,view,,미등록,"Attendance
List",,
2360,2016,2학기,기초교육학부,GS1601-02,영어 Ⅰ: 신입생 영어,필수,,교과,나타샤 파월[61890],학사,3/0/2,,"화 16:00~17:30
목 16:00~17:30",지스트대학A동(225),20,15,,,,N,N,view,,미등록,"Attendance
List",,
2361,2016,2학기,기초교육학부,GS1601-03,영어 Ⅰ: 신입생 영어,필수,,교과,루카스 하워터[61787],학사,3/0/2,,"화 16:00~17:30
목 16:00~17:30",지스트대학A동(226),20,15,,,,N,N,view,,미등록,"Attendance
List",,
2362,2016,2학기,기초교육학부,GS1601-04,영어 Ⅰ: 신입생 영어,필수,,교과,제니퍼 매닝[62003],학사,3/0/2,,"화 16:00~17:30
목 16:00~17:30",지스트대학A동(107),20,12,,,,N,N,view,,미등록,"Attendance
List",,
2363,2016,2학기,기초교육학부,GS1603-01,영어 Ⅰ: 발표와 토론,필수,,교과,데이비드[62004],학사,3/0/2,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(226),20,20,,,,N,N,view,,미등록,"Attendance
List",,
2364,2016,2학기,기초교육학부,GS1603-02,영어 Ⅰ: 발표와 토론,필수,,교과,크리스틴[61863],학사,3/0/2,,"화 16:00~17:30
목 16:00~17:30",지스트대학A동(106),20,13,,,,N,N,view,,미등록,"Attendance
List",,
2365,2016,2학기,기초교육학부,GS1604-01,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,데이비드[62004],학사,3/0/2,,"월 13:00~14:30
수 13:00~14:30",지스트대학A동(106),15,14,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2366,2016,2학기,기초교육학부,GS1604-02,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,제니퍼 매닝[62003],학사,3/0/2,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(105),15,11,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2367,2016,2학기,기초교육학부,GS1604-03,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,숀트 카자[62318],학사,3/0/2,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(106),15,14,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2368,2016,2학기,기초교육학부,GS1604-04,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,엘리스 리[61457],학사,3/0/2,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(106),15,16,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2369,2016,2학기,기초교육학부,GS1604-05,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,숀트 카자[62318],학사,3/0/2,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(107),15,14,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2370,2016,2학기,기초교육학부,GS1604-06,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,엘리스 리[61457],학사,3/0/2,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(102),15,16,"- (영어 Ⅰ: 신입생 영어), - (영어 Ⅰ: 발표와 토론),",,,N,N,view,,미등록,"Attendance
List",,
2371,2016,2학기,기초교육학부,GS2001-01,다변수해석학과 응용,필수,,교과,강현석[61973],학사,3/1/3,,"월 09:00~10:30
월 17:30~18:30
수 09:00~10:30","지스트대학A동(112)
지스트대학A동(225)",30,39,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2372,2016,2학기,기초교육학부,GS2001-02,다변수해석학과 응용,필수,,교과,강현석[61973],학사,3/1/3,,"월 10:30~12:00
월 18:30~19:30
수 10:30~12:00","지스트대학A동(112)
지스트대학A동(225)",30,37,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2373,2016,2학기,기초교육학부,GS2001-03,다변수해석학과 응용,필수,,교과,스토이메노프[61873],학사,3/1/3,,"월 09:00~10:30
수 09:00~10:30
수 17:30~18:30","지스트대학A동(225)
지스트대학C동(109)",30,41,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2374,2016,2학기,기초교육학부,GS2001-04,다변수해석학과 응용,필수,,교과,스토이메노프[61873],학사,3/1/3,,"월 10:30~12:00
수 10:30~12:00
수 18:30~19:30","지스트대학A동(225)
지스트대학C동(109)",30,34,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2375,2016,2학기,기초교육학부,GS2002-01,미분방정식과 응용,필수,,교과,송정민[61101],학사,3/1/3,,"화 13:00~14:30
목 13:00~14:30
목 17:30~18:30","지스트대학A동(113)
지스트대학A동(225)",30,31,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2376,2016,2학기,기초교육학부,GS2002-02,미분방정식과 응용,필수,,교과,송정민[61101],학사,3/1/3,,"화 14:30~16:00
목 14:30~16:00
목 18:30~19:30","지스트대학A동(113)
지스트대학A동(225)",30,25,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2377,2016,2학기,기초교육학부,GS2002-03,미분방정식과 응용,필수,,교과,최정옥[61376],학사,3/1/3,,"화 13:00~14:30
목 13:00~14:30
금 13:00~14:00","지스트대학A동(112)
지스트대학A동(225)",30,31,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2378,2016,2학기,기초교육학부,GS2002-04,미분방정식과 응용,필수,,교과,최정옥[61376],학사,3/1/3,,"화 10:30~12:00
목 10:30~12:00
금 14:00~15:00","지스트대학A동(112)
지스트대학A동(225)",30,31,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2379,2016,2학기,기초교육학부,GS2004-01,선형대수학과 응용,필수,,교과,황치옥[60934],학사,3/1/3,,"화 14:30~16:00
화 17:30~18:30
목 14:30~16:00","지스트대학A동(112)
지스트대학A동(225)",30,31,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2380,2016,2학기,기초교육학부,GS2004-02,선형대수학과 응용,필수,,교과,스토이메노프[61873],학사,3/1/3,,"화 09:00~10:30
화 18:30~19:30
목 09:00~10:30","지스트대학A동(113)
지스트대학A동(225)",30,27,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2381,2016,2학기,기초교육학부,GS2004-03,선형대수학과 응용,필수,,교과,스토이메노프[61873],학사,3/1/3,,"화 10:30~12:00
목 10:30~12:00
금 11:00~12:00","지스트대학A동(113)
지스트대학A동(225)",30,29,"- (미적분학과 응용), - (고급미적분학과 응용),",,,N,N,view,,미등록,"Attendance
List",,
2382,2016,2학기,기초교육학부,GS2102-01,전자기학 및 연습 Ⅰ,선택,,교과,이성배[61158],학사,3/1/3,,"월 17:30~18:30
화 14:30~16:00
목 14:30~16:00",지스트대학A동(222),30,22,"- (일반물리학 및 연습 Ⅱ), - (고급일반물리학 및 연습 Ⅱ),",,,N,N,view,,미등록,"Attendance
List",,
2383,2016,2학기,기초교육학부,GS2201-01,유기화학 Ⅰ,선택,,교과,리자오지에[62164],학사,3/0/3,,"화 14:30~16:00
목 14:30~16:00",지스트대학C동(110),60,38,"- (일반화학 및 연습 Ⅱ), - (고급일반화학 및 연습 Ⅱ),",,,N,N,view,,미등록,"Attendance
List",,
2384,2016,2학기,기초교육학부,GS2202-01,물리화학 Ⅰ,선택,,교과,임상현[61405],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지스트대학A동(115),50,77,,,,N,N,view,,미등록,"Attendance
List",,
2385,2016,2학기,기초교육학부,GS2302-01,분자생물학,선택,,교과,심해홍[60495],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(115),60,46,,,,N,N,view,,미등록,"Attendance
List",,
2386,2016,2학기,기초교육학부,GS2303-01,현대 생명과학의 이해,선택,,교과,박성규[60916],학사,1/0/1,,목 14:30~15:30,지스트대학C동(109),0,24,,,,N,N,view,,미등록,"Attendance
List",,
2387,2016,2학기,기초교육학부,GS2401-01,회로이론,선택,,교과,유남열[61970],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학A동(111),30,28,"- (일반물리학 및 연습 Ⅱ), - (고급일반물리학 및 연습 Ⅱ),",,,N,N,view,,미등록,"Attendance
List",,
2388,2016,2학기,기초교육학부,GS2402-01,자료 구조 및 알고리즘,선택,,교과,킨청야오[61725],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지스트대학C동(110),40,31,"- (컴퓨터 프로그래밍),",,,N,N,view,,미등록,"Attendance
List",,
2389,2016,2학기,기초교육학부,GS2432-01,컴퓨터이용 설계 및 생산,선택,,교과,이용구[01175],학사,2/2/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(227),40,38,,,,N,N,view,,미등록,"Attendance
List",,
2390,2016,2학기,기초교육학부,GS2433-01,창의공학,선택,,교과,양동열[62338],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(226),36,22,,,,N,N,view,,미등록,"Attendance
List",,
2391,2016,2학기,기초교육학부,GS2505-01,고전시가의 이해,선택,,교과,조성진[61651],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(111),30,27,,,,N,N,view,,미등록,"Attendance
List",,
2392,2016,2학기,기초교육학부,GS2506-01,한국현대시인론,선택,,교과,이수정[61779],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학C동(103),30,30,,,,N,N,view,,미등록,"Attendance
List",,
2393,2016,2학기,기초교육학부,GS2508-01,이상(李箱) 문학과 과학,선택,,교과,이수정[61779],학사,3/0/3,,"화 14:30~16:00
목 14:30~16:00",지스트대학C동(103),30,30,,,,N,N,view,,미등록,"Attendance
List",,
2394,2016,2학기,기초교육학부,GS2509-01,한국현대소설의 사회적 성찰,선택,,교과,차미령[61159],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(223),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2395,2016,2학기,기초교육학부,GS2510-01,한국고전문학과 사상,선택,,교과,조성진[61651],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(111),30,31,,,,N,N,view,,미등록,"Attendance
List",,
2396,2016,2학기,기초교육학부,GS2526-01,문학과 연인들,선택,,교과,임미진[62528],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(112),30,11,,,,N,N,view,,미등록,"Attendance
List",,
2397,2016,2학기,기초교육학부,GS2542-01,오페라와 판소리,선택,,교과,안혜선[61018],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(227),30,33,,,,N,N,view,,미등록,"Attendance
List",,
2398,2016,2학기,기초교육학부,GS2543-01,현대 예술의 이해,선택,,교과,변기숙[61598],학사,3/0/3,,금 09:00~12:00,지스트대학A동(112),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2399,2016,2학기,기초교육학부,GS2602-01,한국사의 이해,선택,,교과,김용덕[60917],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(227),50,46,,,,N,N,view,,미등록,"Attendance
List",,
2400,2016,2학기,기초교육학부,GS2604-01,"현대 중국의 이해: 계몽, 혁명, 시장",선택,,교과,이용주[60940],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(108),30,5,,,,N,N,view,,미등록,"Attendance
List",,
2401,2016,2학기,기초교육학부,GS2612-01,서양 고대와 중세 문명,선택,,교과,노경덕[61780],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학A동(223),30,33,,,,N,N,view,,미등록,"Attendance
List",,
2402,2016,2학기,기초교육학부,GS2616-01,장기 19세기 서양 역사,선택,,교과,노경덕[61780],학사,3/0/3,,"화 13:00~14:30
목 13:00~14:30",지스트대학C동(109),30,39,,,,N,N,view,,미등록,"Attendance
List",,
2403,2016,2학기,기초교육학부,GS2620-01,철학의 근본 문제들,선택,,교과,원치욱[62072],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(229),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2404,2016,2학기,기초교육학부,GS2651-01,영어 토론과 논증,선택,,교과,크리스틴[61863],학사,3/0/2,,"화 14:30~16:00
목 14:30~16:00",지스트대학A동(108),20,7,,,,N,N,view,,미등록,"Attendance
List",,
2405,2016,2학기,기초교육학부,GS2661-01,논리와 비판적 사고,선택,,교과,원치욱[62072],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(222),30,30,,,,N,N,view,,미등록,"Attendance
List",,
2406,2016,2학기,기초교육학부,GS2704-01,기업과 사회,선택,,교과,장진호[60880],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학A동(222),30,28,,,,N,N,view,,미등록,"Attendance
List",,
2407,2016,2학기,기초교육학부,GS2706-01,세계정치의 변환,선택,,교과,장진호[60880],학사,3/0/3,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(222),30,28,,,,N,N,view,,미등록,"Attendance
List",,
2408,2016,2학기,기초교육학부,GS2733-01,행동경제학 2,선택,,교과,김희삼[62310],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(226),20,19,,,,N,N,view,,미등록,"Attendance
List",,
2409,2016,2학기,기초교육학부,GS2734-01,행복의 조건,선택,,교과,김희삼[62310],학사,3/0/3,,"화 14:30~16:00
목 14:30~16:00",지스트대학A동(226),30,29,,,,N,N,view,,미등록,"Attendance
List",,
2410,2016,2학기,기초교육학부,GS2742-01,인간의 마음과 행동 1,선택,,교과,최원일[62488],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지스트대학A동(223),30,31,,,,N,N,view,,미등록,"Attendance
List",,
2411,2016,2학기,기초교육학부,GS2747-01,인간관계의 심리학,선택,,교과,최원일[62488],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지스트대학C동(109),30,43,,,,N,N,view,,미등록,"Attendance
List",,
2412,2016,2학기,기초교육학부,GS2750-01,경영학원론,선택,,교과,진규호[62454],학사,3/0/3,,"화 14:30~16:00
목 14:30~16:00",지스트대학A동(114),30,23,,,,N,N,view,,미등록,"Attendance
List",,
2413,2016,2학기,기초교육학부,GS2751-01,전략경영,선택,,교과,진규호[62454],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학A동(114),30,21,,,,N,N,view,,미등록,"Attendance
List",,
2414,2016,2학기,기초교육학부,GS2763-01,현대법학의 이해,선택,,교과,김건우[61974],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지스트대학C동(110),45,25,,,,N,N,view,,미등록,"Attendance
List",,
2415,2016,2학기,기초교육학부,GS2781-01,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴,선택,,교과,박상섭[62209],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(114),30,16,,,,N,N,view,,미등록,"Attendance
List",,
2416,2016,2학기,기초교육학부,GS2783-01,과학기술과 전쟁,선택,,교과,박상섭[62209],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(114),30,32,,,,N,N,view,,미등록,"Attendance
List",,
2417,2016,2학기,기초교육학부,GS2791-01,유라시아 깊이 읽기,선택,,교과,정진홍[61730],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지스트대학A동(109),30,7,,,,N,N,view,,미등록,"Attendance
List",,
2418,2016,2학기,기초교육학부,GS2803-01,과학기술과 사회,선택,,교과,장진호[60880],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(222),30,26,,,,N,N,view,,미등록,"Attendance
List",,
2419,2016,2학기,기초교육학부,GS2806-01,우주와 생명,선택,,교과,김희준[61597],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학C동(103),30,14,,,,N,N,view,,미등록,"Attendance
List",,
2420,2016,2학기,기초교육학부,GS2811-01,인간과 바다,선택,,교과,김경렬[61833],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(222),30,28,,,,N,N,view,,미등록,"Attendance
List",,
2421,2016,2학기,기초교육학부,GS2816-01,문화공학 II,선택,,교과,정진홍[61730],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(109),30,4,,,,N,N,view,,미등록,"Attendance
List",,
2422,2016,2학기,기초교육학부,GS2818-01,융합사고론,선택,,교과,정진홍[61730],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",지스트대학A동(109),30,4,,,,N,N,view,,미등록,"Attendance
List",,
2423,2016,2학기,기초교육학부,GS2819-01,이미지론: 보는 법,선택,,교과,정진홍[61730],학사,3/0/3,,"화 13:00~14:30
목 13:00~14:30",지스트대학A동(111),30,10,,,,N,N,view,,미등록,"Attendance
List",,
